doctor_id,specialization,experience_years,performance_rating,department
D83526,Oncology,17,4.3,Oncology
D83527,Cardiology,28,3.25,Cardiology
D83528,Cardiology,10,2.12,Cardiology
D83529,Gastroenterology,13,3.3,Gastroenterology
D83530,Pediatrics,32,2.94,Pediatrics
D83531,Cardiology,33,3.99,Cardiology
D83532,Cardiology,23,2.78,Cardiology
D83533,Urology,26,4.97,Urology
D83534,Pediatrics,36,1.96,Pediatrics
D83535,Cardiology,37,3.26,Cardiology
D83536,Urology,38,2.22,Urology
D83537,Pediatrics,14,3.87,Pediatrics
D83538,Urology,13,4.55,Urology
D83539,Orthopedics,28,3.07,Orthopedics
D83540,Emergency,38,1.37,Emergency
D83541,Oncology,25,1.94,Oncology
D83542,Oncology,19,1.62,Oncology
D83543,Oncology,13,2.56,Oncology
D83544,Cardiology,40,4.9,Cardiology
D83545,Oncology,35,4.52,Oncology
D83546,Oncology,3,4.33,Oncology
D83547,Orthopedics,4,4.36,Orthopedics
D83548,Pediatrics,12,2.28,Pediatrics
D83549,Gastroenterology,23,3.99,Gastroenterology
D83550,Pediatrics,4,1.06,Pediatrics
D83551,Neurology,5,2.46,Neurology
D83552,Pediatrics,34,3.7,Pediatrics
D83553,Cardiology,16,1.88,Cardiology
D83554,Gastroenterology,22,2.06,Gastroenterology
D83555,Neurology,25,3.69,Neurology
D83556,Neurology,24,3.21,Neurology
D83557,Oncology,7,3.6,Oncology
D83558,Cardiology,11,3.31,Cardiology
D83559,Gastroenterology,36,4.8,Gastroenterology
D83560,Gastroenterology,32,4.87,Gastroenterology
D83561,Cardiology,4,2.07,Cardiology
D83562,Orthopedics,20,3.53,Orthopedics
D83563,Cardiology,25,3.25,Cardiology
D83564,Cardiology,21,1.21,Cardiology
D83565,Cardiology,38,1.54,Cardiology
D83566,Cardiology,22,2.54,Cardiology
D83567,Orthopedics,29,2.28,Orthopedics
D83568,Neurology,35,2.22,Neurology
D83569,Oncology,27,1.74,Oncology
D83570,Pediatrics,1,4.89,Pediatrics
D83571,Neurology,28,4.51,Neurology
D83572,Urology,21,1.2,Urology
D83573,Gastroenterology,10,4.99,Gastroenterology
D83574,Urology,38,1.11,Urology
D83575,Orthopedics,29,1.36,Orthopedics
D83576,Urology,20,3.63,Urology
D83577,Gastroenterology,38,1.66,Gastroenterology
D83578,Emergency,7,1.62,Emergency
D83579,Pediatrics,33,1.71,Pediatrics
D83580,Oncology,13,4.99,Oncology
D83581,Cardiology,17,2.93,Cardiology
D83582,Urology,9,3.18,Urology
D83583,Gastroenterology,16,3.61,Gastroenterology
D83584,Pediatrics,7,4.46,Pediatrics
D83585,Oncology,40,2.8,Oncology
D83586,Urology,5,2.34,Urology
D83587,Pediatrics,12,1.0,Pediatrics
D83588,Gastroenterology,14,1.43,Gastroenterology
D83589,Neurology,27,3.17,Neurology
D83590,Orthopedics,10,4.83,Orthopedics
D83591,Oncology,6,3.2,Oncology
D83592,Gastroenterology,20,4.7,Gastroenterology
D83593,Neurology,24,4.77,Neurology
D83594,Orthopedics,27,1.32,Orthopedics
D83595,Pediatrics,5,4.11,Pediatrics
D83596,Cardiology,9,2.43,Cardiology
D83597,Pediatrics,7,4.75,Pediatrics
D83598,Pediatrics,8,4.87,Pediatrics
D83599,Orthopedics,10,1.45,Orthopedics
D83600,Emergency,25,1.1,Emergency
D83601,Cardiology,39,1.36,Cardiology
D83602,Neurology,33,3.01,Neurology
D83603,Pediatrics,9,1.67,Pediatrics
D83604,Orthopedics,31,1.0,Orthopedics
D83605,Cardiology,37,4.76,Cardiology
D83606,Pediatrics,28,4.03,Pediatrics
D83607,Gastroenterology,10,2.43,Gastroenterology
D83608,Cardiology,8,4.74,Cardiology
D83609,Oncology,34,1.98,Oncology
D83610,Gastroenterology,7,1.48,Gastroenterology
D83611,Orthopedics,34,1.04,Orthopedics
D83612,Urology,30,2.29,Urology
D83613,Emergency,26,4.42,Emergency
D83614,Urology,32,2.63,Urology
D83615,Pediatrics,31,2.43,Pediatrics
D83616,Pediatrics,24,2.03,Pediatrics
D83617,Oncology,22,3.33,Oncology
D83618,Pediatrics,17,3.95,Pediatrics
D83619,Neurology,31,2.45,Neurology
D83620,Cardiology,20,4.65,Cardiology
D83621,Orthopedics,5,1.12,Orthopedics
D83622,Neurology,40,2.04,Neurology
D83623,Urology,35,3.85,Urology
D83624,Gastroenterology,17,3.27,Gastroenterology
D83625,Pediatrics,8,4.67,Pediatrics
D83626,Oncology,39,1.71,Oncology
D83627,Orthopedics,33,1.23,Orthopedics
D83628,Emergency,38,2.39,Emergency
D83629,Neurology,31,2.72,Neurology
D83630,Urology,17,4.93,Urology
D83631,Oncology,14,2.57,Oncology
D83632,Oncology,25,2.02,Oncology
D83633,Orthopedics,20,4.94,Orthopedics
D83634,Urology,10,4.95,Urology
D83635,Oncology,17,4.03,Oncology
D83636,Orthopedics,28,3.68,Orthopedics
D83637,Gastroenterology,27,4.11,Gastroenterology
D83638,Gastroenterology,15,3.07,Gastroenterology
D83639,Orthopedics,18,1.72,Orthopedics
D83640,Emergency,16,2.98,Emergency
D83641,Orthopedics,32,3.03,Orthopedics
D83642,Orthopedics,33,4.38,Orthopedics
D83643,Emergency,7,1.85,Emergency
D83644,Pediatrics,33,3.39,Pediatrics
D83645,Cardiology,2,4.96,Cardiology
D83646,Pediatrics,27,2.63,Pediatrics
D83647,Cardiology,30,4.7,Cardiology
D83648,Urology,24,2.7,Urology
D83649,Oncology,21,4.82,Oncology
D83650,Pediatrics,36,1.06,Pediatrics
D83651,Oncology,14,1.82,Oncology
D83652,Pediatrics,3,3.4,Pediatrics
D83653,Pediatrics,33,4.99,Pediatrics
D83654,Emergency,4,1.34,Emergency
D83655,Orthopedics,29,1.84,Orthopedics
D83656,Cardiology,4,3.08,Cardiology
D83657,Urology,19,1.3,Urology
D83658,Gastroenterology,38,4.59,Gastroenterology
D83659,Oncology,36,4.98,Oncology
D83660,Pediatrics,33,1.05,Pediatrics
D83661,Orthopedics,28,1.69,Orthopedics
D83662,Oncology,26,4.01,Oncology
D83663,Emergency,28,4.8,Emergency
D83664,Gastroenterology,34,2.23,Gastroenterology
D83665,Urology,9,2.97,Urology
D83666,Cardiology,21,4.28,Cardiology
D83667,Cardiology,34,2.9,Cardiology
D83668,Pediatrics,10,4.9,Pediatrics
D83669,Gastroenterology,7,4.6,Gastroenterology
D83670,Urology,1,3.44,Urology
D83671,Cardiology,4,1.39,Cardiology
D83672,Urology,25,1.3,Urology
D83673,Oncology,18,4.63,Oncology
D83674,Emergency,8,2.98,Emergency
D83675,Urology,40,1.55,Urology
D83676,Urology,8,3.34,Urology
D83677,Gastroenterology,27,3.4,Gastroenterology
D83678,Orthopedics,3,4.0,Orthopedics
D83679,Orthopedics,4,2.89,Orthopedics
D83680,Cardiology,30,2.22,Cardiology
D83681,Neurology,31,1.79,Neurology
D83682,Pediatrics,3,4.88,Pediatrics
D83683,Gastroenterology,23,3.14,Gastroenterology
D83684,Pediatrics,10,3.44,Pediatrics
D83685,Neurology,23,1.21,Neurology
D83686,Neurology,10,1.4,Neurology
D83687,Gastroenterology,9,3.99,Gastroenterology
D83688,Neurology,37,3.75,Neurology
D83689,Oncology,21,2.48,Oncology
D83690,Orthopedics,32,2.31,Orthopedics
D83691,Cardiology,8,4.45,Cardiology
D83692,Cardiology,34,4.68,Cardiology
D83693,Emergency,38,4.08,Emergency
D83694,Pediatrics,18,1.34,Pediatrics
D83695,Cardiology,31,4.65,Cardiology
D83696,Neurology,1,2.41,Neurology
D83697,Oncology,20,1.94,Oncology
D83698,Gastroenterology,16,4.73,Gastroenterology
D83699,Emergency,2,4.04,Emergency
D83700,Orthopedics,25,3.56,Orthopedics
D83701,Pediatrics,20,2.79,Pediatrics
D83702,Orthopedics,36,3.32,Orthopedics
D83703,Pediatrics,15,3.52,Pediatrics
D83704,Orthopedics,12,4.77,Orthopedics
D83705,Pediatrics,16,1.66,Pediatrics
D83706,Emergency,3,3.94,Emergency
D83707,Gastroenterology,39,2.57,Gastroenterology
D83708,Gastroenterology,5,4.77,Gastroenterology
D83709,Oncology,17,2.11,Oncology
D83710,Gastroenterology,21,3.01,Gastroenterology
D83711,Oncology,5,1.31,Oncology
D83712,Orthopedics,17,4.85,Orthopedics
D83713,Cardiology,12,2.43,Cardiology
D83714,Cardiology,15,2.75,Cardiology
D83715,Pediatrics,25,2.28,Pediatrics
D83716,Neurology,36,3.91,Neurology
D83717,Urology,2,5.0,Urology
D83718,Cardiology,24,1.04,Cardiology
D83719,Oncology,18,4.35,Oncology
D83720,Pediatrics,19,3.44,Pediatrics
D83721,Oncology,31,1.79,Oncology
D83722,Pediatrics,35,1.31,Pediatrics
D83723,Emergency,37,1.22,Emergency
D83724,Cardiology,14,2.65,Cardiology
D83725,Neurology,19,4.14,Neurology
D83726,Emergency,1,1.64,Emergency
D83727,Cardiology,24,2.92,Cardiology
D83728,Neurology,37,1.24,Neurology
D83729,Neurology,24,2.18,Neurology
D83730,Neurology,17,3.29,Neurology
D83731,Oncology,17,2.94,Oncology
D83732,Oncology,16,2.08,Oncology
D83733,Urology,1,1.68,Urology
D83734,Oncology,5,2.21,Oncology
D83735,Orthopedics,3,1.58,Orthopedics
D83736,Pediatrics,28,4.22,Pediatrics
D83737,Urology,23,4.92,Urology
D83738,Pediatrics,2,1.57,Pediatrics
D83739,Urology,29,1.11,Urology
D83740,Pediatrics,12,4.16,Pediatrics
D83741,Urology,9,2.13,Urology
D83742,Cardiology,38,1.74,Cardiology
D83743,Neurology,32,3.96,Neurology
D83744,Cardiology,10,3.55,Cardiology
D83745,Urology,16,2.21,Urology
D83746,Emergency,18,4.82,Emergency
D83747,Gastroenterology,14,1.41,Gastroenterology
D83748,Orthopedics,17,3.31,Orthopedics
D83749,Urology,28,2.08,Urology
D83750,Emergency,20,4.77,Emergency
D83751,Neurology,21,4.58,Neurology
D83752,Pediatrics,9,1.18,Pediatrics
D83753,Urology,34,3.98,Urology
D83754,Emergency,7,4.96,Emergency
D83755,Neurology,6,4.02,Neurology
D83756,Urology,5,1.44,Urology
D83757,Cardiology,14,3.43,Cardiology
D83758,Cardiology,29,3.28,Cardiology
D83759,Urology,4,2.37,Urology
D83760,Urology,12,2.12,Urology
D83761,Oncology,10,3.05,Oncology
D83762,Neurology,4,4.61,Neurology
D83763,Gastroenterology,1,4.69,Gastroenterology
D83764,Cardiology,38,2.28,Cardiology
D83765,Pediatrics,9,1.77,Pediatrics
D83766,Urology,21,3.05,Urology
D83767,Oncology,25,3.05,Oncology
D83768,Gastroenterology,40,1.56,Gastroenterology
D83769,Neurology,13,2.62,Neurology
D83770,Orthopedics,22,3.56,Orthopedics
D83771,Urology,24,1.65,Urology
D83772,Cardiology,36,2.19,Cardiology
D83773,Emergency,39,3.74,Emergency
D83774,Orthopedics,27,4.33,Orthopedics
D83775,Neurology,36,3.98,Neurology
D83776,Emergency,11,4.7,Emergency
D83777,Cardiology,29,4.4,Cardiology
D83778,Orthopedics,10,2.75,Orthopedics
D83779,Pediatrics,38,4.62,Pediatrics
D83780,Orthopedics,17,2.59,Orthopedics
D83781,Neurology,36,1.93,Neurology
D83782,Oncology,12,3.5,Oncology
D83783,Urology,20,4.9,Urology
D83784,Orthopedics,34,4.16,Orthopedics
D83785,Urology,36,3.59,Urology
D83786,Gastroenterology,26,4.25,Gastroenterology
D83787,Urology,20,1.28,Urology
D83788,Oncology,31,1.61,Oncology
D83789,Oncology,38,3.82,Oncology
D83790,Cardiology,11,2.64,Cardiology
D83791,Oncology,4,4.56,Oncology
D83792,Urology,17,1.43,Urology
D83793,Orthopedics,3,2.49,Orthopedics
D83794,Neurology,40,3.63,Neurology
D83795,Gastroenterology,34,1.61,Gastroenterology
D83796,Urology,24,2.64,Urology
D83797,Oncology,15,4.46,Oncology
D83798,Oncology,38,1.18,Oncology
D83799,Gastroenterology,2,4.68,Gastroenterology
D83800,Cardiology,30,3.08,Cardiology
D83801,Emergency,18,3.41,Emergency
D83802,Oncology,39,1.92,Oncology
D83803,Emergency,39,2.69,Emergency
D83804,Pediatrics,9,4.46,Pediatrics
D83805,Gastroenterology,9,4.01,Gastroenterology
D83806,Emergency,24,4.83,Emergency
D83807,Orthopedics,37,3.85,Orthopedics
D83808,Oncology,20,2.33,Oncology
D83809,Urology,37,4.51,Urology
D83810,Urology,23,2.39,Urology
D83811,Orthopedics,27,1.99,Orthopedics
D83812,Oncology,11,1.29,Oncology
D83813,Cardiology,29,2.16,Cardiology
D83814,Neurology,29,1.9,Neurology
D83815,Oncology,11,4.89,Oncology
D83816,Oncology,11,3.37,Oncology
D83817,Neurology,32,1.33,Neurology
D83818,Cardiology,40,3.91,Cardiology
D83819,Cardiology,25,4.27,Cardiology
D83820,Pediatrics,19,1.06,Pediatrics
D83821,Pediatrics,25,3.07,Pediatrics
D83822,Pediatrics,19,3.67,Pediatrics
D83823,Cardiology,19,1.31,Cardiology
D83824,Emergency,25,1.37,Emergency
D83825,Oncology,7,4.14,Oncology
D83826,Gastroenterology,16,3.95,Gastroenterology
D83827,Orthopedics,27,4.08,Orthopedics
D83828,Pediatrics,33,1.24,Pediatrics
D83829,Orthopedics,13,3.74,Orthopedics
D83830,Orthopedics,15,2.61,Orthopedics
D83831,Gastroenterology,18,1.92,Gastroenterology
D83832,Emergency,5,2.58,Emergency
D83833,Oncology,7,1.37,Oncology
D83834,Orthopedics,34,1.49,Orthopedics
D83835,Neurology,14,2.34,Neurology
D83836,Neurology,32,2.19,Neurology
D83837,Neurology,20,3.22,Neurology
D83838,Gastroenterology,22,1.32,Gastroenterology
D83839,Emergency,32,2.52,Emergency
D83840,Neurology,40,4.5,Neurology
D83841,Urology,40,4.49,Urology
D83842,Urology,21,2.95,Urology
D83843,Neurology,35,4.25,Neurology
D83844,Gastroenterology,12,1.64,Gastroenterology
D83845,Oncology,36,1.73,Oncology
D83846,Emergency,13,1.22,Emergency
D83847,Emergency,16,4.04,Emergency
D83848,Neurology,26,3.63,Neurology
D83849,Cardiology,29,4.1,Cardiology
D83850,Gastroenterology,12,2.27,Gastroenterology
D83851,Pediatrics,32,1.99,Pediatrics
D83852,Gastroenterology,12,2.99,Gastroenterology
D83853,Oncology,15,1.8,Oncology
D83854,Emergency,34,2.15,Emergency
D83855,Pediatrics,15,1.97,Pediatrics
D83856,Neurology,31,4.95,Neurology
D83857,Orthopedics,35,4.75,Orthopedics
D83858,Oncology,23,2.09,Oncology
D83859,Emergency,28,4.03,Emergency
D83860,Neurology,27,4.05,Neurology
D83861,Urology,4,2.31,Urology
D83862,Emergency,2,3.01,Emergency
D83863,Urology,14,3.75,Urology
D83864,Neurology,10,1.63,Neurology
D83865,Urology,20,1.61,Urology
D83866,Cardiology,23,2.46,Cardiology
D83867,Orthopedics,3,3.11,Orthopedics
D83868,Orthopedics,20,2.25,Orthopedics
D83869,Neurology,40,4.59,Neurology
D83870,Neurology,23,3.19,Neurology
D83871,Cardiology,3,1.04,Cardiology
D83872,Orthopedics,2,4.68,Orthopedics
D83873,Pediatrics,33,4.17,Pediatrics
D83874,Oncology,21,4.74,Oncology
D83875,Orthopedics,38,1.59,Orthopedics
D83876,Pediatrics,25,1.17,Pediatrics
D83877,Gastroenterology,16,4.87,Gastroenterology
D83878,Cardiology,29,3.7,Cardiology
D83879,Pediatrics,23,2.49,Pediatrics
D83880,Orthopedics,33,3.76,Orthopedics
D83881,Oncology,23,2.44,Oncology
D83882,Oncology,16,3.41,Oncology
D83883,Emergency,13,4.02,Emergency
D83884,Orthopedics,1,3.4,Orthopedics
D83885,Pediatrics,15,4.78,Pediatrics
D83886,Cardiology,34,1.51,Cardiology
D83887,Emergency,33,3.57,Emergency
D83888,Pediatrics,26,1.71,Pediatrics
D83889,Neurology,21,1.9,Neurology
D83890,Oncology,16,1.77,Oncology
D83891,Cardiology,18,3.18,Cardiology
D83892,Orthopedics,11,4.66,Orthopedics
D83893,Orthopedics,13,3.58,Orthopedics
D83894,Neurology,12,1.87,Neurology
D83895,Pediatrics,32,4.14,Pediatrics
D83896,Orthopedics,31,3.91,Orthopedics
D83897,Orthopedics,15,1.93,Orthopedics
D83898,Orthopedics,33,2.5,Orthopedics
D83899,Oncology,15,1.38,Oncology
D83900,Oncology,40,2.97,Oncology
D83901,Neurology,6,3.78,Neurology
D83902,Pediatrics,17,4.34,Pediatrics
D83903,Pediatrics,28,4.12,Pediatrics
D83904,Orthopedics,19,3.17,Orthopedics
D83905,Cardiology,37,2.15,Cardiology
D83906,Emergency,24,4.94,Emergency
D83907,Oncology,11,4.17,Oncology
D83908,Emergency,18,3.14,Emergency
D83909,Emergency,30,3.28,Emergency
D83910,Orthopedics,2,3.97,Orthopedics
D83911,Oncology,16,3.79,Oncology
D83912,Pediatrics,8,4.73,Pediatrics
D83913,Oncology,17,1.55,Oncology
D83914,Neurology,12,2.24,Neurology
D83915,Emergency,15,3.86,Emergency
D83916,Orthopedics,8,3.2,Orthopedics
D83917,Orthopedics,17,4.68,Orthopedics
D83918,Cardiology,23,2.72,Cardiology
D83919,Oncology,15,1.88,Oncology
D83920,Gastroenterology,20,1.3,Gastroenterology
D83921,Cardiology,37,2.95,Cardiology
D83922,Pediatrics,10,4.19,Pediatrics
D83923,Orthopedics,7,1.55,Orthopedics
D83924,Orthopedics,4,4.5,Orthopedics
D83925,Pediatrics,13,4.04,Pediatrics
D83926,Neurology,24,1.58,Neurology
D83927,Cardiology,32,3.61,Cardiology
D83928,Gastroenterology,2,3.19,Gastroenterology
D83929,Cardiology,21,1.98,Cardiology
D83930,Oncology,35,3.25,Oncology
D83931,Pediatrics,8,1.03,Pediatrics
D83932,Cardiology,24,1.15,Cardiology
D83933,Urology,38,3.31,Urology
D83934,Oncology,38,1.9,Oncology
D83935,Orthopedics,9,3.25,Orthopedics
D83936,Oncology,16,3.05,Oncology
D83937,Urology,16,3.52,Urology
D83938,Gastroenterology,4,1.34,Gastroenterology
D83939,Orthopedics,18,2.87,Orthopedics
D83940,Pediatrics,29,2.09,Pediatrics
D83941,Cardiology,25,3.23,Cardiology
D83942,Cardiology,8,3.99,Cardiology
D83943,Pediatrics,31,2.89,Pediatrics
D83944,Gastroenterology,28,2.8,Gastroenterology
D83945,Orthopedics,4,1.59,Orthopedics
D83946,Urology,4,4.27,Urology
D83947,Urology,36,1.63,Urology
D83948,Orthopedics,13,1.51,Orthopedics
D83949,Gastroenterology,29,4.09,Gastroenterology
D83950,Urology,38,4.9,Urology
D83951,Orthopedics,33,1.7,Orthopedics
D83952,Oncology,2,2.77,Oncology
D83953,Orthopedics,3,1.24,Orthopedics
D83954,Gastroenterology,40,4.88,Gastroenterology
D83955,Cardiology,19,3.6,Cardiology
D83956,Emergency,13,4.36,Emergency
D83957,Oncology,14,3.03,Oncology
D83958,Orthopedics,34,3.82,Orthopedics
D83959,Oncology,5,2.9,Oncology
D83960,Cardiology,15,2.86,Cardiology
D83961,Pediatrics,14,3.48,Pediatrics
D83962,Gastroenterology,4,3.86,Gastroenterology
D83963,Gastroenterology,35,4.52,Gastroenterology
D83964,Neurology,8,3.81,Neurology
D83965,Cardiology,9,4.61,Cardiology
D83966,Pediatrics,37,1.92,Pediatrics
D83967,Cardiology,26,2.05,Cardiology
D83968,Oncology,7,1.94,Oncology
D83969,Gastroenterology,35,1.42,Gastroenterology
D83970,Neurology,21,3.35,Neurology
D83971,Gastroenterology,13,2.57,Gastroenterology
D83972,Urology,35,3.42,Urology
D83973,Oncology,33,3.1,Oncology
D83974,Orthopedics,18,3.31,Orthopedics
D83975,Oncology,16,2.41,Oncology
D83976,Emergency,15,1.8,Emergency
D83977,Oncology,8,3.73,Oncology
D83978,Oncology,28,3.83,Oncology
D83979,Oncology,33,4.73,Oncology
D83980,Orthopedics,17,2.04,Orthopedics
D83981,Neurology,28,4.35,Neurology
D83982,Emergency,16,1.13,Emergency
D83983,Pediatrics,19,1.18,Pediatrics
D83984,Neurology,17,3.61,Neurology
D83985,Neurology,10,1.68,Neurology
D83986,Gastroenterology,19,2.02,Gastroenterology
D83987,Gastroenterology,1,4.48,Gastroenterology
D83988,Gastroenterology,36,3.54,Gastroenterology
D83989,Gastroenterology,14,4.36,Gastroenterology
D83990,Gastroenterology,5,2.81,Gastroenterology
D83991,Emergency,12,3.95,Emergency
D83992,Urology,23,2.21,Urology
D83993,Pediatrics,36,1.64,Pediatrics
D83994,Gastroenterology,8,1.83,Gastroenterology
D83995,Orthopedics,23,4.7,Orthopedics
D83996,Neurology,15,3.31,Neurology
D83997,Neurology,29,1.82,Neurology
D83998,Emergency,21,1.78,Emergency
D83999,Urology,25,3.63,Urology
D84000,Gastroenterology,37,3.61,Gastroenterology
D84001,Orthopedics,8,4.09,Orthopedics
D84002,Urology,38,4.13,Urology
D84003,Cardiology,24,1.44,Cardiology
D84004,Gastroenterology,31,1.52,Gastroenterology
D84005,Cardiology,22,2.57,Cardiology
D84006,Neurology,28,4.4,Neurology
D84007,Neurology,27,1.07,Neurology
D84008,Oncology,35,4.21,Oncology
D84009,Pediatrics,38,1.35,Pediatrics
D84010,Emergency,3,4.09,Emergency
D84011,Oncology,10,1.51,Oncology
D84012,Pediatrics,40,4.74,Pediatrics
D84013,Neurology,21,3.6,Neurology
D84014,Cardiology,28,3.39,Cardiology
D84015,Emergency,6,4.88,Emergency
D84016,Urology,29,3.71,Urology
D84017,Urology,5,3.19,Urology
D84018,Oncology,26,4.97,Oncology
D84019,Oncology,38,4.32,Oncology
D84020,Emergency,27,4.42,Emergency
D84021,Urology,17,2.68,Urology
D84022,Gastroenterology,36,1.04,Gastroenterology
D84023,Gastroenterology,27,3.16,Gastroenterology
D84024,Oncology,37,3.4,Oncology
D84025,Orthopedics,27,1.08,Orthopedics
D84026,Urology,18,2.74,Urology
D84027,Cardiology,8,2.38,Cardiology
D84028,Oncology,22,2.53,Oncology
D84029,Neurology,34,3.85,Neurology
D84030,Gastroenterology,23,4.13,Gastroenterology
D84031,Pediatrics,35,4.86,Pediatrics
D84032,Orthopedics,14,3.47,Orthopedics
D84033,Oncology,16,4.26,Oncology
D84034,Cardiology,25,2.16,Cardiology
D84035,Emergency,22,1.53,Emergency
D84036,Gastroenterology,33,3.09,Gastroenterology
D84037,Urology,17,2.94,Urology
D84038,Gastroenterology,15,3.86,Gastroenterology
D84039,Orthopedics,35,2.53,Orthopedics
D84040,Neurology,29,1.8,Neurology
D84041,Emergency,26,2.81,Emergency
D84042,Gastroenterology,23,3.1,Gastroenterology
D84043,Oncology,18,3.33,Oncology
D84044,Pediatrics,32,3.32,Pediatrics
D84045,Emergency,5,3.71,Emergency
D84046,Gastroenterology,20,1.39,Gastroenterology
D84047,Pediatrics,16,3.3,Pediatrics
D84048,Oncology,4,4.8,Oncology
D84049,Gastroenterology,37,3.9,Gastroenterology
D84050,Pediatrics,24,4.22,Pediatrics
D84051,Pediatrics,14,1.09,Pediatrics
D84052,Cardiology,8,2.24,Cardiology
D84053,Gastroenterology,4,2.75,Gastroenterology
D84054,Emergency,35,4.97,Emergency
D84055,Oncology,40,2.29,Oncology
D84056,Cardiology,35,4.73,Cardiology
D84057,Pediatrics,21,1.95,Pediatrics
D84058,Cardiology,8,3.2,Cardiology
D84059,Cardiology,13,1.71,Cardiology
D84060,Pediatrics,22,1.6,Pediatrics
D84061,Oncology,24,1.13,Oncology
D84062,Gastroenterology,36,2.72,Gastroenterology
D84063,Orthopedics,19,2.5,Orthopedics
D84064,Urology,33,2.59,Urology
D84065,Cardiology,39,1.34,Cardiology
D84066,Emergency,10,1.47,Emergency
D84067,Pediatrics,12,4.15,Pediatrics
D84068,Urology,39,2.13,Urology
D84069,Orthopedics,18,1.82,Orthopedics
D84070,Cardiology,18,1.04,Cardiology
D84071,Orthopedics,25,4.57,Orthopedics
D84072,Pediatrics,25,1.83,Pediatrics
D84073,Pediatrics,27,3.35,Pediatrics
D84074,Cardiology,6,2.54,Cardiology
D84075,Gastroenterology,21,3.81,Gastroenterology
D84076,Neurology,32,2.6,Neurology
D84077,Neurology,30,3.26,Neurology
D84078,Emergency,20,4.66,Emergency
D84079,Pediatrics,3,2.8,Pediatrics
D84080,Pediatrics,5,2.07,Pediatrics
D84081,Cardiology,32,4.08,Cardiology
D84082,Urology,15,4.86,Urology
D84083,Pediatrics,23,4.38,Pediatrics
D84084,Gastroenterology,40,4.72,Gastroenterology
D84085,Pediatrics,25,3.61,Pediatrics
D84086,Cardiology,18,1.13,Cardiology
D84087,Neurology,15,1.8,Neurology
D84088,Pediatrics,24,1.93,Pediatrics
D84089,Gastroenterology,24,1.91,Gastroenterology
D84090,Cardiology,24,2.13,Cardiology
D84091,Emergency,34,1.57,Emergency
D84092,Cardiology,33,3.05,Cardiology
D84093,Gastroenterology,26,3.81,Gastroenterology
D84094,Neurology,12,2.35,Neurology
D84095,Urology,28,3.13,Urology
D84096,Pediatrics,27,1.26,Pediatrics
D84097,Emergency,18,3.45,Emergency
D84098,Orthopedics,7,3.79,Orthopedics
D84099,Pediatrics,9,3.2,Pediatrics
D84100,Pediatrics,24,4.62,Pediatrics
D84101,Gastroenterology,31,4.54,Gastroenterology
D84102,Orthopedics,11,2.97,Orthopedics
D84103,Neurology,39,2.59,Neurology
D84104,Cardiology,8,1.74,Cardiology
D84105,Pediatrics,5,3.27,Pediatrics
D84106,Neurology,32,1.4,Neurology
D84107,Emergency,16,3.71,Emergency
D84108,Gastroenterology,1,1.23,Gastroenterology
D84109,Neurology,27,4.16,Neurology
D84110,Neurology,16,3.71,Neurology
D84111,Neurology,24,1.91,Neurology
D84112,Gastroenterology,16,4.78,Gastroenterology
D84113,Oncology,5,1.48,Oncology
D84114,Neurology,11,4.68,Neurology
D84115,Pediatrics,9,4.16,Pediatrics
D84116,Neurology,18,1.03,Neurology
D84117,Cardiology,1,3.49,Cardiology
D84118,Urology,4,4.85,Urology
D84119,Pediatrics,30,2.16,Pediatrics
D84120,Neurology,38,2.38,Neurology
D84121,Neurology,14,1.64,Neurology
D84122,Cardiology,22,3.51,Cardiology
D84123,Orthopedics,2,3.23,Orthopedics
D84124,Pediatrics,4,4.03,Pediatrics
D84125,Oncology,6,1.71,Oncology
D84126,Oncology,32,2.31,Oncology
D84127,Emergency,26,4.06,Emergency
D84128,Oncology,13,3.09,Oncology
D84129,Gastroenterology,12,1.77,Gastroenterology
D84130,Gastroenterology,5,1.39,Gastroenterology
D84131,Orthopedics,35,1.17,Orthopedics
D84132,Cardiology,40,1.73,Cardiology
D84133,Oncology,39,4.21,Oncology
D84134,Cardiology,1,1.35,Cardiology
D84135,Pediatrics,28,1.27,Pediatrics
D84136,Emergency,22,2.49,Emergency
D84137,Neurology,13,2.84,Neurology
D84138,Neurology,7,4.06,Neurology
D84139,Neurology,28,3.31,Neurology
D84140,Orthopedics,15,2.36,Orthopedics
D84141,Emergency,26,2.37,Emergency
D84142,Neurology,12,2.48,Neurology
D84143,Oncology,38,1.94,Oncology
D84144,Gastroenterology,24,1.91,Gastroenterology
D84145,Neurology,4,4.42,Neurology
D84146,Neurology,32,4.86,Neurology
D84147,Urology,6,1.38,Urology
D84148,Gastroenterology,2,3.76,Gastroenterology
D84149,Oncology,37,1.02,Oncology
D84150,Neurology,32,1.98,Neurology
D84151,Urology,22,3.32,Urology
D84152,Oncology,37,2.25,Oncology
D84153,Cardiology,7,1.97,Cardiology
D84154,Cardiology,39,1.59,Cardiology
D84155,Neurology,34,4.58,Neurology
D84156,Neurology,8,1.71,Neurology
D84157,Orthopedics,29,1.61,Orthopedics
D84158,Orthopedics,38,1.89,Orthopedics
D84159,Urology,21,4.58,Urology
D84160,Emergency,10,1.15,Emergency
D84161,Orthopedics,8,1.49,Orthopedics
D84162,Urology,22,4.19,Urology
D84163,Pediatrics,15,4.16,Pediatrics
